price
463.86390987720057
464.7538733749331
473.69510505760076
475.2533636848061
481.5960102702601
478.54120473946915
478.5669367264235
478.7525155174621
477.12260735224277
474.0129638014252
467.5705278313304
452.943911703004
454.4437246437505
447.88145690445054
451.2553749061112
455.1854077968793
465.7647843855989
461.03509447982333
475.3986486133408
467.0342948712879
472.92044562957165
486.63793837350437
490.4883791105352
495.4927943435876
489.57518598860474
488.39141290374374
489.09539356686156
492.364179257669
490.9756931950535
484.58762602203126
464.4929056419558
472.02887973310044
473.0494353620911
475.3889986908544
482.020029248962
480.9487929075773
477.9577854100107
492.96971452633886
493.00766347842455
482.38726118417674
478.31211581859253
483.23647534114895
478.49963224072116
483.11627227544494
488.7576908944472
557.3658378640096
558.2241762773052
572.3455688357969
569.4271194584285
564.9851611805083
569.6417216650051
